TransactionDate,Total_Debit,Total_Credit,Transaction_Count,Closing_Balance,Net_Flow,Withdrawal_Amount,Withdrawal_Count,Deposit_Amount,Deposit_Count,Airtime_Amount,Airtime_Count,BillPayment_Amount,BillPayment_Count,WalletTransfer_Amount,WalletTransfer_Count,Transfer_Amount,Transfer_Count,Levy_Amount,Levy_Count,Commission_Amount,Commission_Count,Reversal_Amount,Reversal_Count,Insurance_Amount,Insurance_Count,Other_Amount,Other_Count,DayOfWeek,Month,WeekOfMonth,Quarter,IsWeekend,Average_Withdrawal_Size,Average_Deposit_Size,Credit_Debit_Ratio,Lag_1_Withdrawal_Amount,Lag_1_Deposit_Amount,Lag_7_Withdrawal_Amount,Lag_7_Deposit_Amount,Lag_30_Withdrawal_Amount,Lag_30_Deposit_Amount,Rolling_7_Day_Withdrawal_Amount,Rolling_7_Day_Deposit_Amount,Rolling_30_Day_Withdrawal_Amount,Rolling_30_Day_Deposit_Amount,Target_Next_Day_Withdrawal_Amount,Target_Next_Day_Deposit_Amount,Has_Deposit,Target_Has_Deposit_Tomorrow
2022-05-09,1089084.0,1193443.75,165,2688394.37,104359.75,966643.75,48,1080990.0,30,294.0,1,0.0,0,150000.0,1,75800.0,6,7800.0,78,0.0,0,0.0,0,0.0,0,1000.0,1,0,5,2,2,0,20138.41145833333,36033.0,1.0958234167428775,1466042.0,1664250.0,0.0,0.0,1950816.75,3014260.0,1076269.7857142857,1431750.0,1497435.3916666666,2047747.6666666667,1617635.5,3310390.0,1,1
2022-05-10,3323290.0,2119035.5,226,1484139.87,-1204254.5,1617635.5,71,3310390.0,38,0.0,0,2000.0,1,400000.0,3,42400.0,3,10900.0,109,0.0,0,0.0,0,0.0,0,59000.0,1,1,5,2,2,0,22783.598591549297,87115.52631578948,0.6376318347180053,966643.75,1080990.0,846993.5,1255140.0,2104108.75,1569020.0,1214361.75,1586177.142857143,1464629.625,1983305.3333333333,1789959.5,1897820.0,1,1
2022-05-11,1915120.0,2141959.5,174,1710979.37,226839.5,1789959.5,66,1897820.0,17,0.0,0,9000.0,1,180000.0,1,172000.0,6,8300.0,83,0.0,0,0.0,0,0.0,0,0.0,0,2,5,2,2,0,27120.598484848484,111636.4705882353,1.1184466247545846,1617635.5,3310390.0,1237735.0,1435020.0,1281018.25,3822280.0,1324453.4642857143,1879784.2857142857,1448413.85,2041351.0,1865193.0,2382380.0,1,1
2022-05-12,2394766.0,2358193.0,198,1674406.37,-36573.0,1865193.0,73,2382380.0,21,686.0,2,2300.0,1,450000.0,3,43000.0,4,9400.0,94,0.0,0,0.0,0,0.0,0,0.0,0,3,5,2,2,0,25550.58904109589,113446.66666666669,0.9847279441916246,1789959.5,1897820.0,1126739.0,3570880.0,1628242.5,1942420.0,1403342.6785714286,1945898.5714285716,1465378.558333333,1977202.3333333333,1626517.0,1950160.0,1,1
2022-05-13,1963213.0,1814582.0,160,1525775.37,-148631.0,1626517.0,51,1950160.0,23,588.0,1,5065.0,1,120000.0,1,63000.0,8,7400.0,74,0.0,0,5065.0,1,0.0,0,0.0,0,4,5,2,2,0,31892.49019607843,84789.56521739131,0.924291964244328,1865193.0,2382380.0,1430824.5,882460.0,1573082.5,1566940.0,1508836.107142857,1776112.857142857,1473276.9083333334,1991867.6666666667,3882973.0,3965940.0,1,1
2022-05-14,3996996.0,4902178.0,348,2430957.37,905182.0,3882973.0,132,3965940.0,31,2156.0,7,2600.0,1,625405.0,4,84600.0,8,16300.0,163,0.0,0,0.0,0,0.0,0,309200.0,2,5,5,2,2,1,29416.46212121212,127933.54838709676,1.226465575647311,1626517.0,1950160.0,1425554.5,1214500.0,2502898.5,3033640.0,1536792.1785714286,1928641.4285714289,1475058.058333333,2004641.6666666667,1726359.5,2243640.0,1,1
2022-05-15,2253340.0,2093559.5,200,2271176.87,-159780.5,1726359.5,75,2243640.0,22,0.0,0,0.0,0,330200.0,1,37000.0,5,9700.0,97,0.0,0,0.0,0,0.0,0,0.0,0,6,5,3,2,1,23018.126666666667,101983.63636363635,0.9290917038706986,3882973.0,3965940.0,1466042.0,1664250.0,2978714.75,3323420.0,1887851.9642857143,2321704.285714286,1521060.5416666667,2035718.3333333333,1773425.0,1658380.0,1,1
2022-05-16,1670190.0,1966645.0,163,2567631.87,296455.0,1773425.0,56,1658380.0,19,4410.0,6,0.0,0,150000.0,1,28100.0,6,7400.0,74,0.0,0,15120.0,1,0.0,0,0.0,0,0,5,3,2,0,31668.30357142857,87283.15789473684,1.1774977697148228,1726359.5,2243640.0,966643.75,1080990.0,1571790.0,2204640.0,1925040.1785714289,2404474.285714286,1479315.3666666667,1999725.6666666667,1242564.0,594410.0,1,1
2022-05-17,1505396.0,1385114.0,179,2447349.87,-120282.0,1242564.0,56,594410.0,28,686.0,3,1800.0,1,100050.0,2,42500.0,4,8500.0,85,0.0,0,0.0,0,0.0,0,0.0,0,1,5,3,2,0,22188.64285714286,21228.92857142857,0.9200994289874558,1773425.0,1658380.0,1617635.5,3310390.0,1300092.0,2522020.0,2040294.642857143,2486958.571428572,1486036.5333333334,1981517.0,1155084.0,2134780.0,1,1
2022-05-18,2805720.0,1372684.0,177,1014313.87,-1433036.0,1155084.0,49,2134780.0,34,490.0,1,11950.0,2,200600.0,4,0.0,0,8500.0,85,0.0,0,0.0,0,0.0,0,17000.0,2,2,5,3,2,0,23573.14285714286,62787.64705882353,0.489244828421938,1242564.0,594410.0,1789959.5,1897820.0,1075449.0,769400.0,1986713.0,2098961.4285714286,1484118.933333333,1917263.3333333333,1154516.5,1181040.0,1,1
2022-05-19,1189426.0,1412166.5,163,1237054.37,222740.5,1154516.5,51,1181040.0,26,686.0,2,0.0,0,199900.0,1,34550.0,5,7700.0,77,0.0,0,0.0,0,0.0,0,23200.0,1,3,5,3,2,0,22637.57843137255,45424.61538461538,1.187267219650487,1155084.0,2134780.0,1865193.0,2382380.0,1464313.5,3352040.0,1896016.5,2132812.8571428573,1486773.433333333,1962776.0,1035659.0,881760.0,1,1
2022-05-20,888546.0,1656859.0,129,2005367.37,768313.0,1035659.0,53,881760.0,8,686.0,2,0.0,0,100000.0,1,21200.0,3,6100.0,61,0.0,0,0.0,0,0.0,0,500000.0,1,4,5,3,2,0,19540.735849056604,110220.0,1.864685677500096,1154516.5,1181040.0,1626517.0,1950160.0,1005994.0,1989940.0,1794491.2857142857,1961192.857142857,1476446.8666666667,1890409.3333333333,2570358.0,2843220.0,1,1
2022-05-21,2860200.0,3034578.0,334,2179745.37,174378.0,2570358.0,125,2843220.0,36,980.0,3,0.0,0,330400.0,6,24000.0,2,16000.0,160,0.0,0,109020.0,1,0.0,0,800.0,1,5,5,3,2,1,20562.864,78978.33333333333,1.060967065240193,1035659.0,881760.0,3882973.0,3965940.0,991592.0,2566440.0,1710083.0,1808564.2857142857,1477435.7,1853470.0,1338630.5,4406460.0,1,1
2022-05-22,4416756.0,2258630.5,207,21619.87,-2158125.5,1338630.5,72,4406460.0,29,196.0,1,0.0,0,900000.0,3,20000.0,1,10100.0,101,0.0,0,0.0,0,0.0,0,0.0,0,6,5,4,2,1,18592.090277777777,151946.89655172414,0.5113776943983321,2570358.0,2843220.0,1726359.5,2243640.0,1833511.5,2408100.0,1522566.5714285714,1648175.7142857143,1530061.2333333334,1862696.0,1870837.0,1864020.0,1,1
2022-05-23,1878804.0,2986037.0,202,1128852.87,1107233.0,1870837.0,65,1864020.0,32,784.0,2,4300.0,2,50000.0,1,106100.0,2,9700.0,97,0.0,0,0.0,0,0.0,0,959100.0,1,0,5,4,2,0,28782.10769230769,58250.625,1.589328636728472,1338630.5,4406460.0,1773425.0,1658380.0,1947444.5,1743420.0,1467176.7142857143,1957150.0,1513565.2,1929308.0,2831638.0,4323360.0,1,1
2022-05-24,4837240.0,4107738.0,267,399350.87,-729502.0,2831638.0,84,4323360.0,45,980.0,2,0.0,0,210000.0,4,600.0,1,12900.0,129,0.0,0,0.0,0,0.0,0,1065500.0,2,1,5,4,2,0,33709.97619047619,96074.66666666669,0.8491904474452374,1870837.0,1864020.0,1242564.0,594410.0,883777.75,1624660.0,1481092.7142857143,1986527.142857143,1511011.6166666667,1933328.0,1199459.75,2416200.0,1,1
2022-05-25,2635394.0,3635099.75,170,1399056.62,999705.75,1199459.75,49,2416200.0,30,294.0,1,0.0,0,2180000.0,5,230600.0,4,7900.0,79,0.0,0,25040.0,2,0.0,0,0.0,0,2,5,4,2,0,24478.770408163266,80540.0,1.3793382507511212,2831638.0,4323360.0,1155084.0,2134780.0,940102.5,2273740.0,1708103.2857142857,2519234.285714286,1575940.2916666667,2023284.6666666667,2598196.0,2201660.0,1,1
2022-05-26,2211148.0,2819116.0,187,2007024.62,607968.0,2598196.0,72,2201660.0,18,588.0,3,0.0,0,150000.0,1,24700.0,3,8900.0,89,0.0,0,46220.0,1,0.0,0,0.0,0,3,5,4,2,0,36086.05555555556,122314.44444444444,1.2749558148075115,1199459.75,2416200.0,1154516.5,1181040.0,1744826.5,2194040.0,1714442.6785714286,2559437.1428571427,1584585.5333333334,2028033.3333333333,2550620.5,2261720.0,1,1
2022-05-27,2573820.0,3116520.5,215,2549725.12,542700.5,2550620.5,78,2261720.0,23,0.0,0,0.0,0,160000.0,4,405900.0,9,10100.0,101,0.0,0,0.0,0,0.0,0,0.0,0,4,5,4,2,0,32700.26282051282,98335.65217391304,1.2108541001313222,2598196.0,2201660.0,1035659.0,881760.0,1218434.5,1086080.0,1920682.607142857,2705240.0,1613031.183333333,2028287.3333333333,3178427.0,4237750.0,1,1
2022-05-28,4261940.0,3292027.0,302,1579812.12,-969913.0,3178427.0,116,4237750.0,31,490.0,1,9000.0,1,80000.0,1,33600.0,5,14700.0,147,0.0,0,0.0,0,0.0,0,0.0,0,5,5,4,2,1,27400.23275862069,136701.61290322582,0.7724245296742798,2550620.5,2261720.0,2570358.0,2843220.0,1814562.5,2442760.0,2137105.6785714286,2902377.1428571427,1657437.3833333333,2067475.3333333333,940401.5,818560.0,1,1
2022-05-29,836446.0,1526001.5,203,2269367.62,689555.5,940401.5,72,818560.0,23,686.0,2,0.0,0,490000.0,3,88500.0,7,9500.0,95,7100.0,1,0.0,0,0.0,0,0.0,0,6,5,5,2,1,13061.131944444443,35589.565217391304,1.8243873483763449,3178427.0,4237750.0,1338630.5,4406460.0,2008460.5,694060.0,2223972.6785714286,3101595.714285714,1702899.5333333334,2127308.333333333,1436731.5,3407820.0,1,1
2022-05-30,3419472.0,2310421.5,183,1160317.12,-1109050.5,1436731.5,59,3407820.0,26,2352.0,3,1000.0,1,165000.0,2,50650.0,7,8300.0,83,0.0,0,658040.0,2,0.0,0,0.0,0,0,5,5,2,0,24351.381355932204,131070.0,0.675666155476635,940401.5,818560.0,1870837.0,1864020.0,2871633.5,3869280.0,2167082.821428572,2589038.571428572,1667297.566666667,2131458.333333333,2673845.0,1113080.0,1,1
2022-05-31,1534160.0,2771445.0,207,2397602.12,1237285.0,2673845.0,76,1113080.0,24,980.0,2,0.0,0,80000.0,2,17600.0,2,10100.0,101,0.0,0,0.0,0,0.0,0,0.0,0,1,5,5,2,0,35182.17105263158,46378.333333333336,1.8064901965896647,1436731.5,3407820.0,2831638.0,4323360.0,698307.0,1397580.0,2105067.75,2809581.4285714286,1619467.5,2116076.333333333,1961556.5,1695720.0,1,1
2022-06-01,1708106.0,2107256.5,205,2796752.62,399150.5,1961556.5,76,1695720.0,21,686.0,3,2000.0,1,90000.0,1,54200.0,5,9700.0,97,0.0,0,0.0,0,0.0,0,1500.0,1,2,6,1,2,0,25809.95394736842,80748.57142857143,1.2336801697318551,2673845.0,1113080.0,1199459.75,2416200.0,0.0,0.0,2082525.892857143,2350970.0,1685318.7666666666,2106593.0,1937389.0,2845630.0,1,1
2022-06-02,2956765.0,2274389.0,227,2114376.62,-682376.0,1937389.0,81,2845630.0,25,735.0,3,0.0,0,165000.0,3,162000.0,8,10600.0,106,0.0,0,0.0,0,0.0,0,10000.0,1,3,6,1,2,0,23918.382716049386,113825.2,0.7692153417671002,1961556.5,1695720.0,2598196.0,2201660.0,846993.5,1255140.0,2191396.8571428573,2248044.285714286,1750703.9833333334,2163117.0,1704282.0,1425380.0,1,1
2022-06-03,1434964.0,1952602.0,186,2632014.62,517638.0,1704282.0,60,1425380.0,29,784.0,2,0.0,0,100000.0,1,25300.0,5,8800.0,88,0.0,0,123020.0,1,0.0,0,0.0,0,4,6,1,2,0,28404.7,49151.03448275862,1.3607323946802847,1937389.0,2845630.0,2550620.5,2261720.0,1237735.0,1435020.0,2096995.857142857,2340040.0,1787050.5,2216133.333333333,3316906.0,3827080.0,1,1
2022-06-04,3847520.0,3902706.0,357,2687200.62,55186.0,3316906.0,136,3827080.0,34,490.0,2,2950.0,1,350000.0,5,227800.0,8,17000.0,170,0.0,0,0.0,0,0.0,0,8000.0,1,5,6,1,2,1,24389.014705882357,112561.17647058824,1.014343265272175,1704282.0,1425380.0,3178427.0,4237750.0,1126739.0,3570880.0,1976090.357142857,2220562.8571428573,1802602.066666667,2215812.0,2039799.5,815420.0,1,1
2022-06-05,2157633.0,2380799.5,219,2910367.12,223166.5,2039799.5,75,815420.0,26,1813.0,5,0.0,0,310000.0,6,31000.0,3,10400.0,104,0.0,0,0.0,0,0.0,0,0.0,0,6,6,1,2,1,27197.326666666668,31362.30769230769,1.103431167395011,3316906.0,3827080.0,940401.5,818560.0,1430824.5,882460.0,1995873.0714285716,2161895.714285714,1875607.6333333333,2224352.0,3094051.0,2677540.0,1,1
2022-06-06,3390830.0,3181771.0,265,2701308.12,-209059.0,3094051.0,90,2677540.0,37,490.0,1,0.0,0,65000.0,4,3100.0,3,12800.0,128,0.0,0,14620.0,1,0.0,0,5000.0,1,0,6,1,2,0,34378.34444444445,72365.94594594595,0.9383457737486102,2039799.5,815420.0,1436731.5,3407820.0,1425554.5,1214500.0,2152929.9285714286,2161447.1428571427,1895906.8,2222117.333333333,1276483.0,1369820.0,1,1
2022-06-07,1877110.0,1514783.0,142,2338981.12,-362327.0,1276483.0,50,1369820.0,16,490.0,1,0.0,0,200000.0,4,38300.0,3,6800.0,68,0.0,0,0.0,0,0.0,0,0.0,0,1,6,1,2,0,25529.66,85613.75,0.8069761495064222,3094051.0,2677540.0,2673845.0,1113080.0,1466042.0,1664250.0,2389689.8571428573,2057121.4285714289,1951523.35,2270885.333333333,2422756.0,1663820.0,1,1
2022-06-08,3372900.0,2605756.0,168,1571837.12,-767144.0,2422756.0,61,1663820.0,16,980.0,2,0.0,0,176000.0,6,7000.0,2,8100.0,81,0.0,0,0.0,0,0.0,0,0.0,0,2,6,2,2,0,39717.31147540984,103988.75,0.7725565537074921,1276483.0,1369820.0,1961556.5,1695720.0,966643.75,1080990.0,2190066.714285714,2093798.5714285716,1945204.7166666663,2261071.0,1201597.5,618860.0,1,1
2022-06-09,1160144.0,2042397.5,163,2454090.62,882253.5,1201597.5,56,618860.0,18,784.0,2,0.0,0,775300.0,7,64000.0,4,7500.0,75,0.0,0,0.0,0,0.0,0,1500.0,1,3,6,2,2,0,21457.098214285717,34381.11111111111,1.760468959025776,2422756.0,1663820.0,1937389.0,2845630.0,1617635.5,3310390.0,2255952.3571428573,2089241.4285714289,1993741.7916666667,2280498.6666666665,1517437.5,1588190.0,1,1
2022-06-10,3901274.0,2022987.5,211,575804.12,-1878286.5,1517437.5,72,1588190.0,22,784.0,3,2500.0,1,125000.0,7,380550.0,8,9800.0,98,0.0,0,0.0,0,0.0,0,0.0,0,4,6,2,2,0,21075.52083333333,72190.45454545454,0.518545352108055,1201597.5,618860.0,1704282.0,1425380.0,1789959.5,1897820.0,2150839.285714286,1771131.4285714286,1979873.8583333332,2190781.0,3110285.0,1464820.0,1,1
2022-06-11,1879016.0,3450235.0,286,2147023.12,1571219.0,3110285.0,107,1464820.0,32,196.0,1,0.0,0,80000.0,2,259950.0,4,14000.0,140,0.0,0,0.0,0,0.0,0,0.0,0,5,6,2,2,1,29068.08411214953,45775.625,1.8361924539226917,1517437.5,1588190.0,3316906.0,3827080.0,1865193.0,2382380.0,2124147.214285714,1794390.0,1970789.7916666667,2180460.0,1146221.5,1185580.0,1,1
2022-06-12,1195260.0,1550661.5,184,2502424.62,355401.5,1146221.5,65,1185580.0,24,980.0,3,0.0,0,80000.0,1,114400.0,2,8700.0,87,0.0,0,210040.0,2,0.0,0,0.0,0,6,6,2,2,1,17634.176923076924,49399.16666666666,1.297342419222596,3110285.0,1464820.0,2039799.5,815420.0,1626517.0,1950160.0,2094629.9285714289,1456924.2857142857,2012292.8583333332,2149874.6666666665,1486286.0,1231400.0,1,1
2022-06-13,2242166.0,1939706.0,161,2199964.62,-302460.0,1486286.0,57,1231400.0,15,1666.0,3,1800.0,1,390000.0,6,46000.0,4,7300.0,73,0.0,0,14020.0,1,0.0,0,3400.0,1,0,6,2,2,0,26075.19298245614,82093.33333333333,0.865103654234343,1146221.5,1185580.0,3094051.0,2677540.0,3882973.0,3965940.0,1966975.9285714289,1509804.2857142857,1996283.0083333333,2124388.6666666665,1347302.5,1479000.0,1,1
2022-06-14,1791680.0,1656562.5,209,2064847.12,-135117.5,1347302.5,63,1479000.0,35,980.0,1,0.0,0,80000.0,3,94400.0,7,9700.0,97,0.0,0,134860.0,3,0.0,0,0.0,0,1,6,2,2,0,21385.75396825397,42257.142857142855,0.9245861426147526,1486286.0,1231400.0,1276483.0,1369820.0,1726359.5,2243640.0,1737295.2142857143,1303212.857142857,1916393.441666667,2033237.3333333333,1906555.0,1233760.0,1,1
2022-06-15,1580460.0,1935455.0,168,2419842.12,354995.0,1906555.0,58,1233760.0,23,0.0,0,0.0,0,0.0,1,28900.0,4,8200.0,82,0.0,0,0.0,0,0.0,0,0.0,0,2,6,3,2,0,32871.637931034486,53641.739130434784,1.2246149855105477,1347302.5,1479000.0,2422756.0,1663820.0,1773425.0,1658380.0,1747412.2857142857,1318810.0,1903758.2083333333,2007749.3333333333,2768398.0,3205920.0,1,1
2022-06-16,3622016.0,3095698.0,186,1893524.12,-526318.0,2768398.0,57,3205920.0,31,196.0,1,0.0,0,286200.0,4,41100.0,4,8900.0,89,0.0,0,0.0,0,0.0,0,0.0,0,3,6,3,2,0,48568.38596491228,103416.7741935484,0.8546892117538962,1906555.0,1233760.0,1201597.5,618860.0,1242564.0,594410.0,1673669.2857142857,1257372.857142857,1908195.875,1993595.3333333333,1616650.5,1783600.0,1,1
2022-06-17,1793000.0,2019570.5,195,2120094.62,226570.5,1616650.5,65,1783600.0,30,0.0,0,0.0,0,240000.0,2,22400.0,3,9400.0,94,0.0,0,140520.0,1,0.0,0,0.0,0,4,6,3,2,0,24871.546153846157,59453.333333333336,1.1263639152258784,2768398.0,3205920.0,1517437.5,1588190.0,1155084.0,2134780.0,1897497.9285714289,1626952.857142857,1959057.0083333333,2080645.6666666667,2207585.0,2750320.0,1,1
2022-06-18,3524720.0,2564885.0,305,1160259.62,-959835.0,2207585.0,105,2750320.0,36,0.0,0,9000.0,1,239500.0,8,116800.0,10,14400.0,144,0.0,0,0.0,0,0.0,0,1000.0,1,5,6,3,2,1,21024.61904761905,76397.77777777778,0.7276847522640096,1616650.5,1783600.0,3110285.0,1464820.0,1154516.5,1181040.0,1911671.2142857143,1654868.5714285714,1974442.558333333,2068939.6666666667,1768162.0,2282760.0,1,1
2022-06-19,2992060.0,2136562.0,193,304761.62,-855498.0,1768162.0,64,2282760.0,28,0.0,0,0.0,0,50000.0,2,318400.0,6,9300.0,93,0.0,0,0.0,0,0.0,0,0.0,0,6,6,3,2,1,27627.53125,81527.14285714286,0.7140772578090011,2207585.0,2750320.0,1146221.5,1185580.0,1035659.0,881760.0,1782714.0714285714,1838511.4285714289,2009544.8416666663,2121249.0,979817.0,1186820.0,1,1
2022-06-20,1495520.0,2443417.0,141,1252658.62,947897.0,979817.0,48,1186820.0,16,0.0,0,0.0,0,225000.0,5,1238600.0,5,6700.0,67,0.0,0,0.0,0,0.0,0,0.0,0,0,6,3,2,0,20412.854166666668,74176.25,1.6338243554081524,1768162.0,2282760.0,1486286.0,1231400.0,2570358.0,2843220.0,1871562.7142857143,1995251.4285714289,2033961.6083333332,2167949.0,1735174.0,1260180.0,1,1
2022-06-21,1288780.0,1777874.0,147,1741752.62,489094.0,1735174.0,51,1260180.0,19,0.0,0,0.0,0,0.0,1,32700.0,3,7100.0,71,10000.0,1,0.0,0,0.0,0,0.0,1,1,6,3,2,0,34023.01960784314,66325.26315789473,1.3795015440959668,979817.0,1186820.0,1347302.5,1479000.0,1338630.5,4406460.0,1799210.0,1988882.857142857,1980943.575,2112735.6666666665,3242810.0,2551460.0,1,1
2022-06-22,3975960.0,3324710.0,166,1090502.62,-651250.0,3242810.0,53,2551460.0,23,0.0,0,0.0,0,50000.0,5,27900.0,4,8000.0,80,0.0,0,0.0,0,0.0,0,4000.0,1,2,6,4,2,0,61185.09433962264,110933.04347826086,0.8362030805138885,1735174.0,1260180.0,1906555.0,1233760.0,1870837.0,1864020.0,1854620.2142857143,1957622.857142857,1994161.691666667,2007859.6666666667,1292122.5,3291300.0,1,1
2022-06-23,3299100.0,2346042.5,161,137445.12,-953057.5,1292122.5,54,3291300.0,25,0.0,0,0.0,0,0.0,0,13900.0,2,7800.0,78,0.0,0,980020.0,1,0.0,0,60000.0,1,3,6,4,2,0,23928.194444444445,131652.0,0.711115910399806,3242810.0,2551460.0,2768398.0,3205920.0,2831638.0,4323360.0,2045513.7857142857,2145865.714285714,2039894.125,2030774.3333333333,1367315.5,911560.0,1,1
2022-06-24,1122160.0,1510515.5,183,525800.62,388355.5,1367315.5,64,911560.0,23,0.0,0,1800.0,1,95000.0,2,33200.0,4,8800.0,88,0.0,0,0.0,0,0.0,0,15000.0,1,4,6,4,2,0,21364.3046875,39633.04347826087,1.346078544949027,1292122.5,3291300.0,1616650.5,1783600.0,1199459.75,2416200.0,1834617.2857142857,2158062.8571428573,1988576.941666667,1996372.3333333333,1528336.0,1131640.0,1,1
2022-06-25,2120940.0,2629236.0,215,1034096.62,508296.0,1528336.0,70,1131640.0,32,0.0,0,9000.0,1,5000.0,3,93900.0,4,10300.0,103,0.0,0,0.0,0,0.0,0,1002000.0,2,5,6,4,2,1,21833.371428571427,35363.75,1.2396560015842033,1367315.5,911560.0,2207585.0,2750320.0,2598196.0,2201660.0,1798998.0,2033485.7142857143,1994172.1333333333,1946217.6666666667,1226286.0,1571460.0,1,1
2022-06-26,1582710.0,1228286.0,172,679672.62,-354424.0,1226286.0,57,1571460.0,28,0.0,0,2750.0,1,0.0,0,2000.0,1,8500.0,85,0.0,0,0.0,0,0.0,0,0.0,0,6,6,4,2,1,21513.78947368421,56123.57142857143,0.7760651035249667,1528336.0,1131640.0,1768162.0,2282760.0,2550620.5,2261720.0,1701962.4285714286,1802245.7142857143,1958510.1333333333,1910550.3333333333,3912372.6,2760900.0,1,1
2022-06-27,2775100.0,4042372.6,238,1946945.22,1267272.6,3912372.6,82,2760900.0,35,0.0,0,2500.0,1,60000.0,1,70000.0,2,11700.0,117,0.0,0,0.0,0,0.0,0,0.0,0,0,6,4,2,0,47711.86097560976,78882.85714285714,1.4566583546538865,1226286.0,1571460.0,979817.0,1186820.0,3178427.0,4237750.0,1624551.5714285714,1700631.4285714286,1914365.65,1887541.6666666667,2349388.0,2434210.0,1,1
2022-06-28,2695710.0,2436188.0,216,1687423.22,-259522.0,2349388.0,70,2434210.0,33,0.0,0,0.0,0,0.0,3,86800.0,6,10400.0,104,0.0,0,0.0,0,0.0,0,0.0,0,1,6,4,2,0,33562.68571428571,73763.93939393939,0.903727774871926,3912372.6,2760900.0,1735174.0,1260180.0,940401.5,818560.0,2043488.085714286,1925500.0,1938830.5033333327,1838313.3333333333,1534044.0,855340.0,1,1
2022-06-29,1800434.0,1678244.0,167,1565233.22,-122190.0,1534044.0,68,855340.0,17,294.0,1,0.0,0,50000.0,4,74200.0,8,6800.0,68,0.0,0,0.0,0,0.0,0,20000.0,1,2,6,5,2,0,22559.470588235294,50314.117647058825,0.9321330301471756,2349388.0,2434210.0,3242810.0,2551460.0,1436731.5,3407820.0,2131232.942857143,2093218.5714285716,1985796.72,1892168.3333333333,2173578.0,2702320.0,1,1
2022-06-30,3298720.0,3351878.0,189,1618391.22,53158.0,2173578.0,69,2702320.0,26,0.0,0,0.0,0,995000.0,8,173200.0,15,6900.0,69,0.0,0,0.0,0,1500.0,1,10100.0,1,3,6,5,2,0,31501.130434782608,103935.3846153846,1.0161147354125235,1534044.0,855340.0,1292122.5,3291300.0,2673845.0,1113080.0,1887123.5142857144,1850915.7142857143,1989040.47,1807085.6666666667,1321248.0,353580.0,1,1
2022-07-01,855780.0,1480288.0,131,2242899.22,624508.0,1321248.0,52,353580.0,19,0.0,0,0.0,0,0.0,1,158000.0,5,5200.0,52,0.0,0,1040.0,2,0.0,0,0.0,0,4,7,1,3,0,25408.615384615383,18609.473684210527,1.72975297389516,2173578.0,2702320.0,1367315.5,911560.0,1961556.5,1695720.0,2013045.7285714287,1766775.7142857143,1972364.903333333,1860060.3333333333,3228368.0,3351720.0,1,1
2022-07-02,3364720.0,3842918.0,297,2721097.22,478198.0,3228368.0,112,3351720.0,21,0.0,0,0.0,0,90000.0,1,505550.0,28,13000.0,130,0.0,0,0.0,0,0.0,0,19000.0,5,5,7,1,3,1,28824.714285714286,159605.7142857143,1.1421211869041108,1321248.0,353580.0,1528336.0,1131640.0,1937389.0,2845630.0,2006464.657142857,1687064.2857142857,1951021.2866666664,1815322.3333333333,1783685.5,2230510.0,1,1
2022-07-03,2244406.0,2038785.5,229,2515476.72,-205620.5,1783685.5,74,2230510.0,23,196.0,1,0.0,0,144000.0,3,111100.0,11,11700.0,117,0.0,0,0.0,0,0.0,0,0.0,0,6,7,1,3,1,24103.858108108107,96978.69565217392,0.9083853366993316,3228368.0,3351720.0,1226286.0,1571460.0,1704282.0,1425380.0,2249326.371428572,2004218.5714285716,1994053.92,1832192.0,1790691.0,2182560.0,1,1
2022-07-04,2366310.0,2070091.0,213,2219257.72,-296219.0,1790691.0,74,2182560.0,23,0.0,0,2950.0,1,22000.0,3,257400.0,14,9800.0,98,0.0,0,0.0,0,0.0,0,0.0,0,0,7,1,3,0,24198.527027027027,94893.91304347826,0.8748181768238312,1783685.5,2230510.0,3912372.6,2760900.0,3316906.0,3827080.0,2328954.871428572,2098368.571428572,1996700.703333333,1859029.6666666667,1933557.75,1553380.0,1,1
2022-07-05,2315080.0,2377637.75,253,2281815.47,62557.75,1933557.75,86,1553380.0,34,0.0,0,0.0,0,0.0,1,236400.0,11,11700.0,117,0.0,0,207680.0,4,0.0,0,0.0,0,1,7,1,3,0,22483.22965116279,45687.64705882353,1.0270218523765915,1790691.0,2182560.0,2349388.0,2434210.0,2039799.5,815420.0,2025857.5,2015748.5714285716,1945826.87,1804212.3333333333,1870236.0,1913350.0,1,1
2022-07-06,1924050.0,2180516.0,234,2538281.47,256466.0,1870236.0,81,1913350.0,30,0.0,0,0.0,0,80000.0,1,206700.0,10,10700.0,107,0.0,0,8580.0,4,0.0,0,15000.0,1,2,7,1,3,0,23089.33333333333,63778.333333333336,1.133294872794366,1933557.75,1553380.0,1534044.0,855340.0,3094051.0,2677540.0,1966453.1785714289,1889915.7142857143,1942285.478333333,1828811.0,2668300.0,1604880.0,1,1
2022-07-07,4086776.0,3227600.0,325,1679105.47,-859176.0,2668300.0,116,1604880.0,29,196.0,1,6800.0,3,220000.0,6,339300.0,21,14900.0,149,0.0,0,0.0,0,0.0,0,0.0,0,3,7,1,3,0,23002.58620689655,55340.68965517241,0.7897667990611671,1870236.0,1913350.0,2173578.0,2702320.0,1276483.0,1369820.0,2014480.607142857,2041060.0,1901491.645,1803338.0,3510897.25,2634860.0,1,1
