TransactionDate,Total_Debit,Total_Credit,Transaction_Count,Closing_Balance,Net_Flow,DayOfWeek,Month,WeekOfMonth,IsWeekend,Withdrawal_Count,Deposit_Count,Rolling_7_Day_Average,Rolling_30_Day_Average,Target_Withdrawal_Tomorrow
2022-12-30,2778000.0,2570972.0,266,1972249.75,-207028.0,Friday,12,5,0,1,1,224529.09285714285,9027.01333333333,3249030.0
2022-12-31,3249030.0,2788920.5,371,1512140.25,-460109.5,Saturday,12,5,1,1,1,-81378.62142857144,-53090.628333333334,1805920.0
2023-01-01,1805920.0,2491586.0,267,2197806.25,685666.0,Sunday,1,1,1,1,1,115241.87857142856,-31925.995000000003,5917420.0
2023-01-02,5917420.0,3805843.5,309,86229.75,-2111576.5,Monday,1,1,0,1,1,-16314.907142857157,-75131.87833333334,2020560.0
2023-01-03,2020560.0,3924762.75,247,1990432.5,1904202.75,Tuesday,1,1,0,1,1,276810.62857142853,39350.479999999996,3019440.0
2023-01-04,3019440.0,3763976.0,260,2734968.5,744536.0,Wednesday,1,1,0,1,1,321085.10714285716,62823.16333333333,3992730.0
2023-01-05,3992730.0,3166445.75,282,1908684.25,-826284.25,Thursday,1,1,0,1,1,-38656.21428571428,17359.08833333333,1110180.0
2023-01-06,1110180.0,2310320.0,217,3108824.25,1200140.0,Friday,1,1,0,1,1,162367.7857142857,63386.63833333333,4394710.0
2023-01-07,4394710.0,2935669.0,337,1649783.25,-1459041.0,Saturday,1,1,1,1,1,19663.285714285714,29836.321666666663,1472500.0
2023-01-08,1472500.0,1973880.0,234,2151163.25,501380.0,Sunday,1,2,1,1,1,-6663.285714285715,21061.471666666665,3262900.0
2023-01-09,3262900.0,2149783.0,209,1038046.25,-1113117.0,Monday,1,2,0,1,1,135973.7857142857,22085.104999999996,3675840.0
2023-01-10,3675840.0,3959222.5,212,1321428.75,283382.5,Tuesday,1,2,0,1,1,-95571.96428571429,19457.604999999996,2743550.0
2023-01-11,2743550.0,3554667.0,167,2132545.75,811117.0,Wednesday,1,2,0,1,1,-86060.39285714286,31297.721666666665,1334540.0
2023-01-12,1334540.0,1873894.0,134,2671899.75,539354.0,Thursday,1,2,0,1,1,109030.78571428571,44480.479999999996,3179620.0
2023-01-13,3179620.0,2249448.0,213,1741727.75,-930172.0,Friday,1,2,0,1,1,-195299.5,-18267.48666666667,4446060.0
2023-01-14,4446060.0,3276304.5,226,571972.25,-1169755.5,Saturday,1,2,1,1,1,-153973.0,-46072.32,2585730.0
2023-01-15,2585730.0,2447692.75,171,433935.0,-138037.25,Sunday,1,3,1,1,1,-245318.32142857142,741.7049999999969,1853080.0
2023-01-16,1853080.0,1650166.75,191,231021.75,-202913.25,Monday,1,3,0,1,1,-115289.21428571429,-31193.98666666667,1513440.0
2023-01-17,1513440.0,1448052.0,175,165633.75,-65388.0,Tuesday,1,3,0,1,1,-165113.57142857142,-1373.9616666666698,1310580.0
2023-01-18,1310580.0,2536224.5,174,1391278.25,1225644.5,Wednesday,1,3,0,1,1,-105895.35714285714,43761.005,2744680.0
2023-01-19,2744680.0,2395239.5,211,1041837.75,-349440.5,Thursday,1,3,0,1,1,-232866.0,-61046.67833333334,1678370.0
2023-01-20,1678370.0,1902447.0,176,1265914.75,224077.0,Friday,1,3,0,1,1,-67973.28571428571,-51151.345,3840510.0
2023-01-21,3840510.0,2701658.0,271,127062.75,-1138852.0,Saturday,1,3,1,1,1,-63558.5,-62395.16166666667,1756540.0
2023-01-22,1756540.0,1679640.5,191,50163.25,-76899.5,Sunday,1,4,1,1,1,-54824.53571428572,-11679.428333333337,2167610.0
2023-01-23,2167610.0,2148477.25,220,31030.5,-19132.75,Monday,1,4,0,1,1,-28570.178571428572,-68358.67,7261730.0
2023-01-24,7261730.0,7231383.0,381,683.5,-30347.0,Tuesday,1,4,0,1,1,-23564.321428571428,-46347.653333333335,5672400.0
2023-01-25,5672400.0,5671801.0,402,84.5,-599.0,Wednesday,1,4,0,1,1,-198741.9642857143,-6678.320000000003,5421700.0
2023-01-26,5421700.0,6411941.0,556,990325.5,990241.0,Thursday,1,4,0,1,1,-7358.892857142857,31252.246666666662,4672900.0
2023-01-27,4672900.0,3793717.5,504,111143.0,-879182.5,Friday,1,4,0,1,1,-164967.39285714287,-12540.991666666667,1875835.0
2023-01-28,1875835.0,2932265.0,347,1167573.0,1056430.0,Saturday,1,4,1,1,1,148644.32142857142,-33723.49166666667,3798320.0
2023-01-29,3798320.0,4184045.0,483,1553298.0,385725.0,Sunday,1,5,1,1,1,214733.5357142857,-13965.058333333332,201420.0
2023-01-30,201420.0,2921433.0,209,4273311.0,2720013.0,Monday,1,5,0,1,1,606040.0714285715,92039.025,4731560.0
2023-01-31,4731560.0,729611.0,123,271362.0,-4001949.0,Tuesday,1,5,0,1,1,38668.357142857145,-64214.808333333334,880010.0
2023-02-01,880010.0,838970.0,124,230322.0,-41040.0,Wednesday,2,1,0,1,1,32891.07142857143,4803.075,2239740.0
2023-02-02,2239740.0,2240025.0,107,230607.0,285.0,Thursday,2,1,0,1,1,-108531.21428571429,-58660.85,987370.0
2023-02-03,987370.0,986622.25,45,229859.25,-747.75,Friday,2,1,0,1,1,16959.464285714286,-83503.64166666666,867140.0
2023-02-04,867140.0,869311.25,152,232030.5,2171.25,Saturday,2,1,1,1,1,-133648.92857142858,-55888.458333333336,1771100.0
2023-02-05,1771100.0,1767940.0,121,228870.5,-3160.0,Sunday,2,1,1,1,1,-189203.92857142858,-95998.45833333333,891660.0
2023-02-06,891660.0,905453.5,49,242664.0,13793.5,Monday,2,1,0,1,1,-575806.7142857143,-46903.975,793240.0
2023-02-07,793240.0,642841.5,171,92265.5,-150398.5,Tuesday,2,1,0,1,1,-25585.214285714286,-68629.925,1846000.0
2023-02-08,1846000.0,2071878.0,170,318143.5,225878.0,Wednesday,2,2,0,1,1,12545.92857142857,-23996.758333333335,1431920.0
2023-02-09,1431920.0,1235253.5,179,121477.0,-196666.5,Thursday,2,2,0,1,1,-15590.0,-39998.39166666667,723840.0
2023-02-10,723840.0,859472.9,227,257109.9,135632.90000000002,Friday,2,2,0,1,1,3892.9500000000035,-62514.528333333335,1135820.0
2023-02-11,1135820.0,1177565.75,221,298855.65,41745.75,Saturday,2,2,1,1,1,9546.450000000003,-79101.47,1796120.0
2023-02-12,1796120.0,1614616.75,149,117352.4,-181503.25,Sunday,2,2,1,1,1,-15931.157142857139,-54145.845,719510.0
2023-02-13,719510.0,744669.5,127,142511.9,25159.5,Monday,2,2,0,1,1,-14307.442857142854,-14315.345,1212000.0
2023-02-14,1212000.0,1297528.0,210,228039.9,85528.0,Tuesday,2,2,0,1,1,19396.34285714286,-6863.169999999999,1406780.0
2023-02-15,1406780.0,1399257.0,197,220516.9,-7523.0,Wednesday,2,3,0,1,1,-13946.657142857139,-350.1616666666659,1300780.0
2023-02-16,1300780.0,1312065.0,179,231801.9,11285.0,Thursday,2,3,0,1,1,15760.700000000003,2205.605000000001,269380.0
2023-02-17,269380.0,77400.5,17,39822.4,-191979.5,Friday,2,3,0,1,1,-31041.071428571428,-45048.528333333335,1251800.0
2023-02-18,1251800.0,1272525.0,192,60547.4,20725.0,Saturday,2,3,1,1,1,-34044.03571428572,-32709.678333333337,4426580.0
2023-02-19,4426580.0,4368109.25,315,2076.65,-58470.75,Sunday,2,3,1,1,1,-16467.964285714286,-42127.93666666667,1720.0
2023-02-20,1720.0,0.0,2,356.65,-1720.0,Monday,2,3,0,1,0,-20307.89285714286,-4223.53666666667,833384.0
2023-02-22,833384.0,833499.25,98,471.9,115.25,Wednesday,2,4,0,1,1,-32509.714285714286,-1656.3783333333365,539216.0
2023-02-23,539216.0,542394.0,89,3649.9,3178.0,Thursday,2,4,0,1,1,-30981.0,-912.6866666666698,19660.0
2023-02-24,19660.0,554320.0,9,538309.9,534660.0,Friday,2,4,0,1,1,43786.857142857145,17920.879999999997,1341550.0
2023-02-25,1341550.0,806470.75,186,3230.65,-535079.25,Saturday,2,4,1,1,1,-5227.392857142857,104.87166666666356,918420.0
2023-02-26,918420.0,916077.75,99,888.4,-2342.25,Sunday,2,4,1,1,1,-8522.714285714286,-32981.23666666667,2199030.0
2023-02-27,2199030.0,2213831.1,125,15689.5,14801.100000000093,Monday,2,4,0,1,1,1944.6928571428705,-3181.7833333333333,363730.0
2023-02-28,363730.0,349639.5,76,1599.0,-14090.5,Tuesday,2,4,0,1,1,177.47857142858473,-38865.8,897020.0
2023-03-01,897020.0,895634.25,153,213.25,-1385.75,Wednesday,3,1,0,1,1,-36.949999999986694,-51769.49166666667,770240.0
2023-03-02,770240.0,771714.0,101,1687.25,1474.0,Thursday,3,1,0,1,1,-280.37857142855813,-142387.45833333334,622330.0
2023-03-03,622330.0,620674.25,62,31.5,-1655.75,Friday,3,1,0,1,1,-76896.91428571427,-9044.35,289620.0
2023-03-04,289620.0,671600.0,14,382011.5,381980.0,Saturday,3,1,1,1,1,54111.55000000001,5056.316666666667,566070.0
2023-03-05,566070.0,562910.25,47,378851.75,-3159.75,Sunday,3,1,1,1,1,53994.7642857143,4941.491666666667,143950.0
2023-03-06,143950.0,119669.0,59,354570.75,-24281.0,Monday,3,1,0,1,1,48411.607142857145,4157.05,298800.0
2023-03-07,298800.0,181268.0,22,237038.75,-117532.0,Tuesday,3,1,0,1,1,33634.25,166.94166666666666,242610.0
2023-03-08,242610.0,246235.0,99,240663.75,3625.0,Wednesday,3,2,0,1,1,34350.07142857143,393.10833333333335,575811.25
2023-03-09,575811.25,439615.75,99,104468.25,-136195.5,Thursday,3,2,0,1,1,14683.0,-4606.525,87460.0
2023-03-10,87460.0,0.0,8,17008.25,-87460.0,Friday,3,2,0,1,0,2425.25,-2508.575,1416470.0
2023-03-11,1416470.0,1415213.75,242,15752.0,-1256.25,Saturday,3,2,1,1,1,-52322.78571428572,-10079.716666666667,233340.0
2023-03-12,233340.0,230999.0,124,13411.0,-2341.0,Sunday,3,2,1,1,1,-52205.82142857143,-3602.2,1016380.0
2023-03-13,1016380.0,1017399.3,211,14430.3,1019.3000000000466,Monday,3,2,0,1,1,-48591.49285714285,-8089.319999999999,804526.0
2023-03-14,804526.0,799769.25,82,9673.55,-4756.75,Tuesday,3,2,0,1,1,-32480.74285714285,-9639.403333333332,867801.25
2023-03-15,867801.25,864367.5,192,6239.8,-3433.75,Wednesday,3,3,0,1,1,-33489.13571428571,-3703.7533333333326,249250.0
2023-03-16,249250.0,319318.0,109,76307.8,70068.0,Thursday,3,3,0,1,1,-4022.921428571422,-2206.8033333333324,506320.0
2023-03-17,506320.0,592235.5,108,162223.3,85915.5,Friday,3,3,0,1,1,20745.00714285715,-2193.886666666666,177150.0
2023-03-18,177150.0,20200.0,32,5273.3,-156950.0,Saturday,3,3,1,1,1,-1496.9571428571362,-7174.786666666666,1412830.0
2023-03-19,1412830.0,1409099.75,183,1543.05,-3730.25,Sunday,3,3,1,1,1,-1695.421428571422,-7675.294999999999,770860.0
2023-03-20,770860.0,880146.75,194,110829.8,109286.75,Monday,3,3,0,1,1,13771.357142857143,2366.9133333333343,1607900.0
2023-03-21,1607900.0,1497127.8,164,57.6,-110772.19999999995,Tuesday,3,3,0,1,1,-1373.7071428571362,-2016.3266666666643,864710.0
2023-03-22,864710.0,864670.35,185,17.95,-39.65000000002328,Wednesday,3,4,0,1,1,-888.835714285711,-68.62333333333179,1124465.0
2023-03-23,1124465.0,1124542.37,238,95.32,77.37000000011176,Thursday,3,4,0,1,1,-10887.497142857124,-8.710999999994723,798920.0
2023-03-24,798920.0,798857.5,67,32.82,-62.5,Friday,3,4,0,1,1,-23170.068571428554,-14.635999999994722,1185800.0
2023-03-25,1185800.0,1185768.45,207,1.27,-31.550000000046566,Saturday,3,4,1,1,1,-753.1471428571302,-121.62099999999627,1176.0
2023-03-26,1176.0,1200.0,3,25.27,24.0,Sunday,3,4,1,1,1,-216.82571428570165,-17942.820999999996,979770.0
2023-03-27,979770.0,979818.61,82,73.88,48.60999999998603,Monday,3,4,0,1,1,-15822.274285714275,-105.2256666666634,647680.0
2023-03-28,647680.0,647608.5,68,2.38,-71.5,Tuesday,3,4,0,1,1,-7.888571428567437,-29.53399999999674,685080.0
2023-03-29,685080.0,703179.1,133,18101.48,18099.099999999977,Wednesday,3,5,0,1,1,2583.3614285714325,80.3993333333327,1313490.0
2023-03-30,1313490.0,1310146.65,173,14758.13,-3343.350000000093,Thursday,3,5,0,1,1,2094.6871428571176,438.63766666666294,222340.0
2023-03-31,222340.0,222035.5,74,14453.63,-304.5,Friday,3,5,0,1,1,2060.115714285689,474.6793333333296,682240.0
2023-04-01,682240.0,691483.0,157,23696.63,9243.0,Saturday,4,1,1,1,1,3385.05142857141,733.6459999999963,838820.0
2023-04-02,838820.0,836744.5,96,21621.13,-2075.5,Sunday,4,1,1,1,1,3085.1228571428387,719.6543333333296,573560.0
2023-04-03,573560.0,562873.25,97,10934.38,-10686.75,Monday,4,1,0,1,1,1551.4999999999834,-12369.237333333336,1417910.0
2023-04-04,1417910.0,1472032.25,116,65056.63,54122.25,Tuesday,4,1,0,1,1,9293.46428571427,-10459.837333333337,984570.0
2023-04-05,984570.0,972905.75,111,53392.38,-11664.25,Wednesday,4,1,0,1,1,5041.557142857129,-10039.279000000004,867700.0
2023-04-06,867700.0,870068.5,60,55760.88,2368.5,Thursday,4,1,0,1,1,5857.535714285715,-6042.595666666671,1944090.0
2023-04-07,1944090.0,1941888.75,127,53559.63,-2201.25,Friday,4,1,0,1,1,5586.571428571428,-6236.804000000004,1263130.0
2023-04-08,1263130.0,1257572.25,145,48001.88,-5557.75,Saturday,4,2,1,1,1,3472.1785714285716,-1882.212333333337,1023480.0
2023-04-09,1023480.0,1026450.0,141,50971.88,2970.0,Sunday,4,2,1,1,1,4192.964285714285,1132.1209999999962,915216.0
2023-04-10,915216.0,1049190.1,158,184945.98,133974.1000000001,Monday,4,2,0,1,1,24858.800000000014,5639.7993333333325,403460.0
2023-04-11,403460.0,443688.5,75,225174.48,40228.5,Tuesday,4,2,0,1,1,22873.978571428586,7058.782666666666,1471380.0
2023-04-12,1471380.0,1873320.0,148,627114.48,401940.0,Wednesday,4,2,0,1,1,81960.30000000002,20422.805999999997,1634070.0
2023-04-13,1634070.0,1497926.2,180,490970.68,-136143.80000000005,Thursday,4,2,0,1,1,62172.82857142858,16043.237666666662,1094490.0
2023-04-14,1094490.0,1275447.0,91,671927.68,180957.0,Friday,4,2,0,1,1,88338.29285714286,22189.595999999998,2265800.0
2023-04-15,2265800.0,2569235.0,167,975362.68,303435.0,Saturday,4,3,1,1,1,132480.11428571428,29968.495999999996,1757330.0
2023-04-16,1757330.0,1758798.75,145,976831.43,1468.75,Sunday,4,3,1,1,1,132265.65,27153.60433333333,557300.0
2023-04-17,557300.0,581581.5,61,1001112.93,24281.5,Monday,4,3,0,1,1,116595.27857142857,33194.65433333333,1684800.0
2023-04-18,1684800.0,731972.5,100,48285.43,-952827.5,Tuesday,4,3,0,1,1,-25269.86428571429,1558.0793333333297,1872200.0
2023-04-19,1872200.0,2092611.75,178,268697.18,220411.75,Wednesday,4,3,0,1,1,-51202.471428571436,5262.2459999999965,666830.0
2023-04-20,666830.0,708493.0,134,310360.18,41663.0,Thursday,4,3,0,1,1,-25801.5,10343.419333333328,188120.0
2023-04-21,188120.0,0.0,2,122240.18,-188120.0,Friday,4,3,0,1,0,-78526.78571428571,4074.074333333329,1196510.0
2023-04-22,1196510.0,2166812.5,196,1092542.68,970302.5,Saturday,4,4,1,1,1,16740.0,36414.912,3514816.0
2023-04-23,3514816.0,2555529.6,162,133256.28,-959286.3999999999,Sunday,4,4,1,1,1,-120510.7357142857,4440.781999999995,1465100.0
2023-04-24,1465100.0,1336494.5,140,4650.78,-128605.5,Monday,4,4,0,1,1,-142351.7357142857,154.98366666666308,1117560.0
2023-04-25,1117560.0,1408823.25,121,295914.03,291263.25,Tuesday,4,4,0,1,1,35375.5142857143,9862.958666666664,1127660.0
2023-04-26,1127660.0,1085998.5,148,254252.53,-41661.5,Wednesday,4,4,0,1,1,-2063.521428571415,8472.621666666664,1055960.0
2023-04-27,1055960.0,1455553.0,148,653845.53,399593.0,Thursday,4,4,0,1,1,49069.33571428573,21794.771666666664,2024620.0
2023-04-28,2024620.0,2219927.5,119,849153.03,195307.5,Friday,4,4,0,1,1,103844.69285714287,27701.71833333333,642650.0
2023-04-29,642650.0,1490809.25,211,1697312.28,848159.25,Saturday,4,5,1,1,1,86395.65714285716,56085.13833333333,1893140.0
2023-04-30,1893140.0,1165007.75,128,969180.03,-728132.25,Sunday,4,5,1,1,1,119417.67857142857,31824.213333333333,2000060.0
2023-05-01,2000060.0,1515106.0,165,484226.03,-484954.0,Monday,5,1,0,1,1,68510.75,15350.980000000001,554620.0
2023-05-02,554620.0,1204099.0,127,1133705.03,649479.0,Tuesday,5,1,0,1,1,119684.42857142857,37069.46333333333,1142360.0
2023-05-03,1142360.0,808539.75,87,799884.78,-333820.25,Wednesday,5,1,0,1,1,77947.46428571429,26298.346666666668,961120.0
2023-05-04,961120.0,994085.75,134,832850.53,32965.75,Thursday,5,1,0,1,1,25572.14285714286,25593.13,1197500.0
2023-05-05,1197500.0,1610393.75,173,1245744.28,412893.75,Friday,5,1,0,1,1,56655.892857142855,39745.06333333333,2105100.0
2023-05-06,2105100.0,1755020.0,216,895664.28,-350080.0,Saturday,5,1,1,1,1,-114521.14285714286,27996.780000000002,1318760.0
2023-05-07,1318760.0,849914.5,146,426818.78,-468845.5,Sunday,5,1,1,1,1,-77480.17857142857,12441.971666666668,1039200.0
2023-05-08,1039200.0,1064116.0,108,451734.78,24916.0,Monday,5,2,0,1,1,-4641.607142857143,13457.763333333334,1562880.0
2023-05-09,1562880.0,1115460.5,123,4315.28,-447419.5,Tuesday,5,2,0,1,1,-161341.39285714287,-1555.2199999999991,495440.0
2023-05-10,495440.0,1158182.0,93,667057.28,662742.0,Wednesday,5,2,0,1,1,-18975.35714285714,16070.376666666665,2122140.0
2023-05-11,2122140.0,1617346.75,172,162264.03,-504793.25,Thursday,5,2,0,1,1,-95798.07142857143,-2097.015000000002,1332620.0
2023-05-12,1332620.0,1856370.75,117,686014.78,523750.75,Friday,5,2,0,1,1,-79961.35714285714,1963.343333333331,2104020.0
2023-05-13,2104020.0,2341014.0,199,923008.78,236994.0,Saturday,5,2,1,1,1,3906.3571428571427,14401.269999999999,1619880.0
2023-05-14,1619880.0,830955.75,136,134084.53,-788924.25,Sunday,5,2,1,1,1,-41819.17857142857,-17928.105,277720.0
2023-05-15,277720.0,837112.0,55,693476.53,559392.0,Monday,5,3,0,1,1,34534.53571428572,-9396.205,822400.0
2023-05-16,822400.0,446076.75,52,317153.28,-376323.25,Tuesday,5,3,0,1,1,44691.142857142855,-21989.271666666667,2460240.0
2023-05-17,2460240.0,2146458.25,229,3371.53,-313781.75,Wednesday,5,3,0,1,1,-94812.25,-33258.04666666667,1758620.0
2023-05-18,1758620.0,1995047.25,138,239798.78,236427.25,Thursday,5,3,0,1,1,11076.392857142857,6383.778333333333,715544.0
2023-05-19,715544.0,862273.0,95,386527.78,146729.0,Friday,5,3,0,1,1,-42783.857142857145,3927.686666666666,790680.0
2023-05-20,790680.0,1395429.25,147,991277.03,604749.25,Saturday,5,3,1,1,1,9752.607142857143,22697.228333333333,1489740.0
2023-05-21,1489740.0,732191.75,149,233728.78,-757548.25,Sunday,5,3,1,1,1,14234.892857142857,3716.286666666666,638340.0
2023-05-22,638340.0,562478.5,127,157867.28,-75861.5,Monday,5,4,0,1,1,-76515.60714285714,-31155.846666666668,1044140.0
2023-05-23,1044140.0,1207344.25,137,321071.53,163204.25,Tuesday,5,4,0,1,1,559.75,6260.50833333333,1197980.0
2023-05-24,1197980.0,1175511.5,117,298603.03,-22468.5,Wednesday,5,4,0,1,1,42175.92857142857,9798.40833333333,438920.0
2023-05-25,438920.0,943892.5,121,803575.53,504972.5,Thursday,5,4,0,1,1,80539.53571428571,16922.049999999996,2942510.0
2023-05-26,2942510.0,2462516.0,135,323581.53,-479994.0,Friday,5,4,0,1,1,-8992.32142857143,2310.9666666666626,1450420.0
2023-05-27,1450420.0,1754349.75,257,627511.28,303929.75,Saturday,5,4,1,1,1,-51966.53571428572,-877.8083333333373,1237660.0
2023-05-28,1237660.0,1341298.75,180,731150.03,103638.75,Sunday,5,4,1,1,1,71060.17857142857,-3933.433333333337,1980635.0
2023-05-29,1980635.0,1937915.5,170,688430.53,-42719.5,Monday,5,5,0,1,1,75794.75,-33629.39166666667,852180.0
2023-05-30,852180.0,953659.0,106,789909.53,101479.0,Tuesday,5,5,0,1,1,66976.85714285714,-5975.683333333337,1534850.0
2023-05-31,1534850.0,1026066.0,164,281125.53,-508784.0,Wednesday,5,5,0,1,1,-2496.785714285714,-6770.016666666671,1375160.0
2023-06-01,1375160.0,1627636.5,171,533602.03,252476.5,Thursday,6,1,0,1,1,-38567.642857142855,-20003.433333333338,995550.0
2023-06-02,995550.0,987636.75,153,525688.78,-7913.25,Friday,6,1,0,1,1,28872.464285714286,-9139.86666666667,2491060.0
2023-06-03,2491060.0,2328437.75,236,363066.53,-162622.25,Saturday,6,1,1,1,1,-37777.82142857143,-15659.46666666667,1008540.0
2023-06-04,1008540.0,1524285.5,165,878812.03,515745.5,Sunday,6,1,1,1,1,21094.571428571428,-12231.075000000004,1777120.0
2023-06-05,1777120.0,954392.5,137,56084.53,-822727.5,Monday,6,1,0,1,1,-90335.14285714286,-27985.991666666672,729180.0
2023-06-06,729180.0,866321.75,113,193226.28,137141.75,Tuesday,6,1,0,1,1,-85240.46428571429,-7786.416666666671,1435880.0
2023-06-07,1435880.0,1892386.75,98,649733.03,456506.75,Wednesday,6,1,0,1,1,52658.21428571428,6599.941666666663,2387600.0
2023-06-08,2387600.0,2460191.0,139,722324.03,72591.0,Thursday,6,2,0,1,1,26960.285714285714,23933.624999999996,786710.0
2023-06-09,786710.0,419235.25,74,354849.28,-367474.75,Friday,6,2,0,1,1,-24405.64285714286,-10406.933333333338,1501640.0
2023-06-10,1501640.0,1561330.75,153,414540.03,59690.75,Saturday,6,2,1,1,1,7353.357142857143,8409.199999999995,1225920.0
2023-06-11,1225920.0,1287844.0,157,476464.03,61924.0,Sunday,6,2,1,1,1,-57478.28571428572,-6985.025000000004,1275000.0
2023-06-12,1275000.0,1095681.0,176,297145.03,-179319.0,Monday,6,2,0,1,1,34437.21428571428,-20862.125000000004,1723912.0
2023-06-13,1723912.0,1453860.0,116,27093.03,-270052.0,Tuesday,6,2,0,1,1,-23733.321428571428,-3566.3833333333373,2268256.0
2023-06-14,2268256.0,2304139.5,111,62976.53,35883.5,Wednesday,6,2,0,1,1,-83822.35714285714,-21016.66666666667,1744160.0
2023-06-15,1744160.0,1682202.25,147,1018.78,-61957.75,Thursday,6,3,0,1,1,-103043.60714285714,-10537.816666666671,1698306.0
2023-06-16,1698306.0,1702164.75,141,4877.53,3858.75,Friday,6,3,0,1,1,-49995.96428571428,50.199999999996116,2039368.0
2023-06-17,2039368.0,2229242.5,235,194752.03,189874.5,Saturday,6,3,1,1,1,-31398.285714285714,-1501.5583333333373,1528460.0
2023-06-18,1528460.0,1337218.25,141,3510.28,-191241.75,Sunday,6,3,1,1,1,-67564.82142857143,-12767.250000000004,1520640.0
2023-06-19,1520640.0,1855929.25,123,338799.53,335289.25,Monday,6,3,0,1,1,5950.642857142857,-21749.250000000004,2810240.0
2023-06-20,2810240.0,2688765.75,155,217325.28,-121474.25,Tuesday,6,3,0,1,1,27176.035714285714,-546.7833333333372,618912.0
2023-06-21,618912.0,687430.0,103,285843.28,68518.0,Wednesday,6,3,0,1,1,31838.10714285714,4265.866666666663,1686610.0
2023-06-22,1686610.0,1654834.0,137,254067.28,-31776.0,Thursday,6,4,0,1,1,36149.78571428572,-2233.475000000004,1435980.0
2023-06-23,1435980.0,1905469.25,134,723556.53,469489.25,Friday,6,4,0,1,1,102668.42857142857,14165.116666666663,2661940.0
2023-06-24,2661940.0,2505794.25,225,567410.78,-156145.75,Saturday,6,4,1,1,1,53236.96428571428,-7872.158333333337,973440.0
2023-06-25,973440.0,794343.25,135,388314.03,-179096.75,Sunday,6,4,1,1,1,54971.96428571428,2157.749999999996,1626940.0
2023-06-26,1626940.0,1554654.75,153,316028.78,-72285.25,Monday,6,4,0,1,1,-3252.964285714286,-10382.750000000004,1076670.0
2023-06-27,1076670.0,1320090.75,191,559449.53,243420.75,Tuesday,6,4,0,1,1,48874.892857142855,-5723.350000000004,23620.0
2023-06-28,23620.0,53000.0,5,588829.53,29380.0,Wednesday,6,4,0,1,1,43283.75,-3320.0333333333374,756570.0
2023-06-29,756570.0,824593.25,96,656852.78,68023.25,Thursday,6,5,0,1,1,57540.78571428572,-4435.225000000004,2489810.0
2023-06-30,2489810.0,1933014.75,147,100057.53,-556795.25,Friday,6,5,0,1,1,-89071.28571428571,-6035.600000000004,2150860.0
2023-07-01,2150860.0,2139062.75,233,88260.28,-11797.25,Saturday,7,1,1,1,1,-68450.07142857143,-14844.725000000004,834370.0
2023-07-02,834370.0,1402756.75,136,656647.03,568386.75,Sunday,7,1,1,1,1,38333.28571428572,4365.274999999996,1787260.0
2023-07-03,1787260.0,1558323.75,143,427710.78,-228936.25,Monday,7,1,0,1,1,15954.57142857143,2154.8083333333293,1098020.0
2023-07-04,1098020.0,1005755.5,111,335446.28,-92264.5,Tuesday,7,1,0,1,1,-32000.464285714286,-18112.19166666667,1545310.0
2023-07-05,1545310.0,2109194.25,115,899330.53,563884.25,Wednesday,7,1,0,1,1,44357.28571428572,28108.199999999997,1328450.0
2023-07-06,1328450.0,1819397.5,119,1390278.03,490947.5,Thursday,7,1,0,1,1,104775.03571428571,39901.725,3598820.0
2023-07-07,3598820.0,2308700.5,120,100158.53,-1290119.5,Friday,7,1,0,1,1,14.428571428571429,-18319.15,2631450.0
2023-07-08,2631450.0,2681963.25,182,150671.78,50513.25,Saturday,7,2,1,1,1,8915.92857142857,-19055.075,2143416.0
2023-07-09,2143416.0,2150896.5,128,158152.28,7480.5,Sunday,7,2,1,1,1,-71213.53571428571,-6556.566666666667,2212810.0
2023-07-10,2212810.0,2470218.75,150,415561.03,257408.75,Monday,7,2,0,1,1,-1735.6785714285713,34.03333333333333,6277520.0
2023-07-11,6277520.0,6891356.5,141,1029397.53,613836.5,Tuesday,7,2,0,1,1,99135.89285714286,18431.116666666665,2256020.0
2023-07-12,2256020.0,1855613.5,119,628991.03,-400406.5,Wednesday,7,2,0,1,1,-38619.92857142857,11061.533333333333,6519580.0
2023-07-13,6519580.0,5909292.5,149,18703.53,-610287.5,Thursday,7,2,0,1,1,-195939.2142857143,-279.65,5041830.0
2023-07-14,5041830.0,6101539.75,154,1078413.28,1059709.75,Friday,7,2,0,1,1,139750.67857142858,33847.89166666667,3523980.0
2023-07-15,3523980.0,5073264.5,244,2627697.78,1549284.5,Saturday,7,3,1,1,1,353860.85714285716,87555.96666666666,3785180.0
2023-07-16,3785180.0,1709683.0,112,552200.78,-2075497.0,Sunday,7,3,1,1,1,56292.642857142855,18244.108333333334,1971700.0
2023-07-17,1971700.0,2165917.0,90,746417.78,194217.0,Monday,7,3,0,1,1,47265.25,18388.858333333334,3680100.0
2023-07-18,3680100.0,2978342.0,97,44659.78,-701758.0,Tuesday,7,3,0,1,1,-140676.82142857142,1371.65,803400.0
2023-07-19,803400.0,2476928.5,138,1718188.28,1673528.5,Wednesday,7,3,0,1,1,155599.60714285713,45979.625,5665900.0
2023-07-20,5665900.0,4048047.0,115,100335.28,-1617853.0,Thursday,7,3,0,1,1,11661.67857142857,-3899.6666666666665,1697340.0
2023-07-21,1697340.0,3043522.75,115,1446518.03,1346182.75,Friday,7,3,0,1,1,52586.392857142855,38689.15833333333,5377230.0
